source_event_id,customer_id,bureau_name,score,score_band,score_as_of,delinquencies_12m,open_facilities,total_exposure,enquiries_3m,payload
EV-BUR-C00297,C00297,TransUnion,709,B,2026-04-24,0,2,2423335.94,0,{}
EV-BUR-C00298,C00298,CreditInfo,614,B,2026-04-22,0,4,2762604.92,2,{}
EV-BUR-C00299,C00299,Metropol,635,B,2026-04-21,1,2,3806219.50,0,{}
EV-BUR-C00300,C00300,TransUnion,822,A,2026-04-20,2,5,370479.04,1,{}
EV-BUR-C00301,C00301,TransUnion,778,A,2026-04-25,0,7,2391984.99,2,{}
EV-BUR-C00302,C00302,TransUnion,713,B,2026-04-22,1,1,2877220.40,2,{}
EV-BUR-C00303,C00303,TransUnion,704,B,2026-04-21,2,3,1520436.66,2,{}
EV-BUR-C00304,C00304,CreditInfo,823,A,2026-04-25,1,3,683367.92,4,{}
EV-BUR-C00305,C00305,Metropol,762,A,2026-04-26,0,1,235479.59,1,{}
EV-BUR-C00306,C00306,TransUnion,635,B,2026-04-25,1,1,3602972.31,3,{}
EV-BUR-C00307,C00307,Metropol,506,C,2026-04-22,6,5,3233220.02,1,{}
EV-BUR-C00308,C00308,CreditInfo,612,B,2026-04-21,1,3,952800.20,1,{}
EV-BUR-C00309,C00309,TransUnion,598,C,2026-04-25,0,3,2681572.97,0,{}
EV-BUR-C00310,C00310,TransUnion,826,A,2026-04-21,0,2,1296737.19,4,{}
EV-BUR-C00311,C00311,TransUnion,589,C,2026-04-24,0,4,2842783.10,0,{}
EV-BUR-C00312,C00312,TransUnion,786,A,2026-04-23,2,6,1720408.04,0,{}
EV-BUR-C00313,C00313,Metropol,635,B,2026-04-21,2,5,2243961.32,1,{}
EV-BUR-C00314,C00314,Metropol,391,E,2026-04-25,9,6,1939770.34,2,{}
EV-BUR-C00315,C00315,Metropol,670,B,2026-04-25,0,3,135982.36,3,{}
EV-BUR-C00316,C00316,CreditInfo,714,B,2026-04-21,2,5,2425129.41,0,{}
EV-BUR-C00317,C00317,CreditInfo,671,B,2026-04-21,0,6,2871197.20,2,{}
EV-BUR-C00318,C00318,CreditInfo,666,B,2026-04-22,0,1,184881.32,3,{}
EV-BUR-C00319,C00319,TransUnion,572,C,2026-04-24,0,7,344764.09,0,{}
EV-BUR-C00320,C00320,Metropol,596,C,2026-04-25,0,4,3643185.31,0,{}
EV-BUR-C00321,C00321,CreditInfo,817,A,2026-04-24,0,4,1598713.11,0,{}
EV-BUR-C00322,C00322,TransUnion,622,B,2026-04-20,1,4,1854991.53,2,{}
EV-BUR-C00323,C00323,CreditInfo,824,A,2026-04-22,2,1,2578886.08,0,{}
EV-BUR-C00324,C00324,CreditInfo,704,B,2026-04-20,1,4,3047070.00,4,{}
EV-BUR-C00325,C00325,CreditInfo,806,A,2026-04-25,2,3,2551460.07,2,{}
EV-BUR-C00326,C00326,TransUnion,756,A,2026-04-24,2,4,498088.06,4,{}
EV-BUR-C00327,C00327,Metropol,703,B,2026-04-24,2,6,2939734.52,0,{}
EV-BUR-C00328,C00328,CreditInfo,624,B,2026-04-22,2,2,2819281.25,4,{}
EV-BUR-C00329,C00329,TransUnion,316,E,2026-04-25,7,3,1013414.00,3,{}
EV-BUR-C00330,C00330,Metropol,455,D,2026-04-23,3,5,761154.70,3,{}
EV-BUR-C00331,C00331,CreditInfo,591,C,2026-04-20,2,2,2627892.99,0,{}
EV-BUR-C00332,C00332,Metropol,745,A,2026-04-20,1,5,459085.38,3,{}
EV-BUR-C00333,C00333,CreditInfo,618,B,2026-04-23,0,6,1961606.10,4,{}
EV-BUR-C00334,C00334,CreditInfo,816,A,2026-04-20,0,2,779422.36,0,{}
EV-BUR-C00335,C00335,TransUnion,802,A,2026-04-22,0,3,3776859.83,1,{}
EV-BUR-C00336,C00336,CreditInfo,707,B,2026-04-24,0,2,3961491.64,4,{}
EV-BUR-C00337,C00337,CreditInfo,633,B,2026-04-23,1,5,1111707.65,0,{}
EV-BUR-C00338,C00338,Metropol,671,B,2026-04-20,1,3,2968833.52,1,{}
EV-BUR-C00339,C00339,CreditInfo,544,C,2026-04-22,2,5,3943942.76,3,{}
EV-BUR-C00340,C00340,TransUnion,575,C,2026-04-22,1,1,951010.75,3,{}
EV-BUR-C00341,C00341,TransUnion,314,E,2026-04-20,9,4,910711.28,2,{}
EV-BUR-C00342,C00342,TransUnion,672,B,2026-04-26,0,1,2304143.52,0,{}
EV-BUR-C00343,C00343,TransUnion,787,A,2026-04-23,1,4,1115001.30,3,{}
EV-BUR-C00344,C00344,TransUnion,584,C,2026-04-25,2,4,349439.61,0,{}
EV-BUR-C00345,C00345,CreditInfo,746,A,2026-04-26,0,5,2597878.38,4,{}
EV-BUR-C00346,C00346,Metropol,672,B,2026-04-25,1,4,1347839.32,0,{}
EV-BUR-C00347,C00347,CreditInfo,547,C,2026-04-22,0,4,1031278.65,0,{}
EV-BUR-C00348,C00348,Metropol,777,A,2026-04-26,2,2,3349354.98,0,{}
EV-BUR-C00349,C00349,Metropol,391,E,2026-04-24,7,6,2825688.34,1,{}
EV-BUR-C00350,C00350,Metropol,617,B,2026-04-24,0,4,1144776.66,4,{}
EV-BUR-C00351,C00351,TransUnion,666,B,2026-04-20,0,4,482279.69,4,{}
EV-BUR-C00352,C00352,Metropol,806,A,2026-04-26,2,3,1855566.05,1,{}
EV-BUR-C00353,C00353,Metropol,714,B,2026-04-21,2,4,743522.03,2,{}
EV-BUR-C00354,C00354,TransUnion,772,A,2026-04-26,0,7,1950856.94,4,{}
EV-BUR-C00355,C00355,Metropol,715,B,2026-04-26,1,2,2307882.59,2,{}
EV-BUR-C00356,C00356,Metropol,768,A,2026-04-21,0,4,3859895.54,1,{}
EV-BUR-C00357,C00357,TransUnion,546,C,2026-04-25,0,5,2628110.93,2,{}
EV-BUR-C00358,C00358,Metropol,634,B,2026-04-23,1,7,1444568.16,4,{}
EV-BUR-C00359,C00359,Metropol,579,C,2026-04-20,1,3,1127321.10,4,{}
EV-BUR-C00360,C00360,CreditInfo,727,A,2026-04-20,1,2,2860488.07,1,{}
EV-BUR-C00361,C00361,CreditInfo,582,C,2026-04-20,2,2,1516125.84,2,{}
EV-BUR-C00362,C00362,TransUnion,701,B,2026-04-26,1,4,664439.90,3,{}
EV-BUR-C00363,C00363,CreditInfo,770,A,2026-04-21,0,3,1544111.17,2,{}
EV-BUR-C00364,C00364,TransUnion,742,A,2026-04-21,2,5,1290223.82,0,{}
EV-BUR-C00365,C00365,Metropol,719,B,2026-04-21,1,4,3240777.59,3,{}
EV-BUR-C00366,C00366,CreditInfo,836,A,2026-04-26,0,2,1956446.52,2,{}
EV-BUR-C00367,C00367,TransUnion,678,B,2026-04-26,2,3,466172.15,0,{}
EV-BUR-C00368,C00368,Metropol,641,B,2026-04-23,1,7,3163404.35,1,{}
EV-BUR-C00369,C00369,CreditInfo,743,A,2026-04-22,0,6,1553918.73,2,{}
EV-BUR-C00370,C00370,TransUnion,391,E,2026-04-24,5,2,1845147.64,3,{}
EV-BUR-C00371,C00371,Metropol,630,B,2026-04-22,1,3,3860824.65,1,{}
EV-BUR-C00372,C00372,TransUnion,666,B,2026-04-22,1,2,2808361.33,1,{}
EV-BUR-C00373,C00373,Metropol,704,B,2026-04-24,1,6,3393016.39,0,{}
EV-BUR-C00374,C00374,CreditInfo,794,A,2026-04-23,0,2,459260.01,4,{}
EV-BUR-C00375,C00375,Metropol,690,B,2026-04-24,2,3,1363311.43,0,{}
EV-BUR-C00376,C00376,CreditInfo,587,C,2026-04-20,1,6,3234983.45,0,{}
EV-BUR-C00377,C00377,TransUnion,664,B,2026-04-25,0,1,2031481.15,4,{}
EV-BUR-C00378,C00378,Metropol,737,A,2026-04-24,0,3,148164.28,3,{}
EV-BUR-C00379,C00379,TransUnion,760,A,2026-04-20,0,7,1829575.43,0,{}
EV-BUR-C00380,C00380,Metropol,662,B,2026-04-22,2,6,2712981.69,1,{}
EV-BUR-C00381,C00381,CreditInfo,337,E,2026-04-26,5,7,1282350.61,3,{}
EV-BUR-C00382,C00382,CreditInfo,575,C,2026-04-23,2,2,1756248.37,3,{}
EV-BUR-C00383,C00383,TransUnion,746,A,2026-04-25,2,3,1033274.36,0,{}
EV-BUR-C00384,C00384,Metropol,654,B,2026-04-23,2,6,3889507.54,2,{}
EV-BUR-C00385,C00385,TransUnion,562,C,2026-04-24,2,3,3933646.52,3,{}
EV-BUR-C00386,C00386,CreditInfo,585,C,2026-04-23,0,3,379283.41,3,{}
EV-BUR-C00387,C00387,TransUnion,594,C,2026-04-24,2,1,1894849.06,4,{}
EV-BUR-C00388,C00388,CreditInfo,583,C,2026-04-22,2,7,3650390.81,4,{}
EV-BUR-C00389,C00389,TransUnion,742,A,2026-04-26,0,3,1311808.45,2,{}
EV-BUR-C00390,C00390,CreditInfo,710,B,2026-04-23,2,6,3605218.66,1,{}
EV-BUR-C00391,C00391,Metropol,722,A,2026-04-22,1,4,1332562.13,4,{}
EV-BUR-C00392,C00392,Metropol,326,E,2026-04-25,5,5,2272742.92,1,{}
EV-BUR-C00393,C00393,CreditInfo,610,B,2026-04-22,1,7,2005491.80,4,{}
EV-BUR-C00394,C00394,TransUnion,806,A,2026-04-22,1,7,552238.64,2,{}
EV-BUR-C00395,C00395,Metropol,619,B,2026-04-25,1,7,3912898.07,4,{}
EV-BUR-C00396,C00396,Metropol,556,C,2026-04-24,1,2,1547409.44,4,{}
EV-BUR-C00397,C00397,TransUnion,674,B,2026-04-25,0,5,2285209.85,2,{}
EV-BUR-C00398,C00398,CreditInfo,648,B,2026-04-20,0,5,2648429.00,3,{}
EV-BUR-C00399,C00399,Metropol,805,A,2026-04-24,1,5,1697135.48,3,{}
EV-BUR-C00400,C00400,CreditInfo,835,A,2026-04-20,2,1,1744057.62,4,{}
EV-BUR-C00401,C00401,Metropol,749,A,2026-04-24,2,7,1897589.56,0,{}
EV-BUR-C00402,C00402,TransUnion,551,C,2026-04-24,1,4,3393311.64,3,{}
EV-BUR-C00403,C00403,TransUnion,747,A,2026-04-23,0,6,582254.71,1,{}
EV-BUR-C00404,C00404,Metropol,729,A,2026-04-23,2,1,1956678.55,4,{}
EV-BUR-C00405,C00405,Metropol,811,A,2026-04-21,1,4,3813839.65,4,{}
EV-BUR-C00406,C00406,TransUnion,685,B,2026-04-24,0,5,653660.53,1,{}
EV-BUR-C00407,C00407,Metropol,738,A,2026-04-26,1,2,1070815.75,2,{}
EV-BUR-C00408,C00408,CreditInfo,711,B,2026-04-25,2,4,2218388.10,2,{}
EV-BUR-C00409,C00409,TransUnion,683,B,2026-04-24,2,3,1952891.63,1,{}
EV-BUR-C00410,C00410,TransUnion,553,C,2026-04-24,1,6,3539023.43,4,{}
EV-BUR-C00411,C00411,TransUnion,608,B,2026-04-23,0,2,3173541.94,4,{}
EV-BUR-C00412,C00412,CreditInfo,698,B,2026-04-25,0,6,2062683.95,2,{}
EV-BUR-C00413,C00413,CreditInfo,648,B,2026-04-22,2,6,1809143.31,3,{}
EV-BUR-C00414,C00414,Metropol,641,B,2026-04-22,1,7,2949989.24,2,{}
EV-BUR-C00415,C00415,TransUnion,736,A,2026-04-24,1,3,760231.38,2,{}
EV-BUR-C00416,C00416,CreditInfo,587,C,2026-04-24,2,1,438771.56,4,{}
EV-BUR-C00417,C00417,Metropol,834,A,2026-04-24,0,1,1313489.16,4,{}
EV-BUR-C00418,C00418,TransUnion,565,C,2026-04-21,0,6,996305.28,1,{}
EV-BUR-C00419,C00419,Metropol,712,B,2026-04-24,0,5,3461461.02,0,{}
EV-BUR-C00420,C00420,CreditInfo,800,A,2026-04-24,2,7,1599489.29,2,{}
EV-BUR-C00421,C00421,TransUnion,769,A,2026-04-26,2,5,1743690.58,0,{}
EV-BUR-C00422,C00422,Metropol,636,B,2026-04-23,2,3,1775966.48,0,{}
EV-BUR-C00423,C00423,Metropol,835,A,2026-04-24,0,5,2321778.53,3,{}
EV-BUR-C00424,C00424,Metropol,587,C,2026-04-21,1,6,2227773.15,2,{}
EV-BUR-C00425,C00425,CreditInfo,792,A,2026-04-22,1,6,1889449.64,3,{}
EV-BUR-C00426,C00426,Metropol,806,A,2026-04-23,2,1,2591091.90,0,{}
EV-BUR-C00427,C00427,CreditInfo,774,A,2026-04-24,1,4,1298168.78,3,{}
EV-BUR-C00428,C00428,TransUnion,595,C,2026-04-26,1,2,3943372.50,0,{}
EV-BUR-C00429,C00429,TransUnion,704,B,2026-04-25,1,2,2721910.31,1,{}
EV-BUR-C00430,C00430,Metropol,552,C,2026-04-25,2,6,2432890.55,4,{}
EV-BUR-C00431,C00431,TransUnion,301,E,2026-04-21,9,1,3043502.59,2,{}
EV-BUR-C00432,C00432,Metropol,833,A,2026-04-23,1,5,868331.36,0,{}
EV-BUR-C00433,C00433,TransUnion,800,A,2026-04-26,1,1,629530.68,0,{}
EV-BUR-C00434,C00434,CreditInfo,846,A,2026-04-20,1,2,3932422.64,0,{}
EV-BUR-C00435,C00435,Metropol,782,A,2026-04-26,0,3,2579817.74,3,{}
EV-BUR-C00436,C00436,CreditInfo,553,C,2026-04-22,2,6,2051920.23,2,{}
EV-BUR-C00437,C00437,CreditInfo,711,B,2026-04-21,2,2,2093166.92,3,{}
EV-BUR-C00438,C00438,CreditInfo,724,A,2026-04-20,2,2,223765.76,3,{}
EV-BUR-C00439,C00439,TransUnion,561,C,2026-04-25,2,6,872748.16,4,{}
EV-BUR-C00440,C00440,Metropol,550,C,2026-04-22,0,7,3732213.95,1,{}
EV-BUR-C00441,C00441,TransUnion,555,C,2026-04-23,1,4,3904414.84,0,{}
EV-BUR-C00442,C00442,CreditInfo,783,A,2026-04-20,1,7,2415302.61,0,{}
EV-BUR-C00443,C00443,CreditInfo,771,A,2026-04-20,0,3,2438081.34,4,{}
EV-BUR-C00444,C00444,Metropol,689,B,2026-04-21,0,1,2684245.25,0,{}
EV-BUR-C00445,C00445,Metropol,797,A,2026-04-26,1,5,1747692.48,1,{}
EV-BUR-C00446,C00446,Metropol,639,B,2026-04-22,0,6,3795266.62,3,{}
EV-BUR-C00447,C00447,TransUnion,648,B,2026-04-23,1,5,2361173.56,2,{}
EV-BUR-C00448,C00448,CreditInfo,574,C,2026-04-20,2,4,3710241.38,0,{}
EV-BUR-C00449,C00449,CreditInfo,747,A,2026-04-23,0,4,457428.80,3,{}
EV-BUR-C00450,C00450,CreditInfo,624,B,2026-04-21,2,1,1461153.24,3,{}
EV-BUR-C00451,C00451,Metropol,590,C,2026-04-25,2,1,3836038.03,2,{}
EV-BUR-C00452,C00452,CreditInfo,475,D,2026-04-20,9,6,2227397.45,1,{}
EV-BUR-C00453,C00453,TransUnion,541,C,2026-04-26,1,1,990163.07,0,{}
EV-BUR-C00454,C00454,CreditInfo,617,B,2026-04-25,1,1,3574341.32,3,{}
EV-BUR-C00455,C00455,CreditInfo,388,E,2026-04-22,5,7,2490218.93,3,{}
EV-BUR-C00456,C00456,TransUnion,630,B,2026-04-25,2,1,3631351.92,2,{}
EV-BUR-C00457,C00457,TransUnion,841,A,2026-04-20,1,3,3675862.17,2,{}
EV-BUR-C00458,C00458,Metropol,717,B,2026-04-21,0,5,1063466.57,0,{}
EV-BUR-C00459,C00459,Metropol,722,A,2026-04-22,0,4,970186.21,1,{}
EV-BUR-C00460,C00460,CreditInfo,740,A,2026-04-20,0,3,3675480.66,2,{}
EV-BUR-C00461,C00461,TransUnion,430,D,2026-04-21,9,1,145766.81,3,{}
EV-BUR-C00462,C00462,CreditInfo,744,A,2026-04-25,1,2,3725008.31,0,{}
EV-BUR-C00463,C00463,TransUnion,785,A,2026-04-24,2,4,2719265.03,0,{}
EV-BUR-C00464,C00464,Metropol,591,C,2026-04-23,2,2,395777.43,4,{}
EV-BUR-C00465,C00465,Metropol,693,B,2026-04-23,0,6,1938135.78,3,{}
EV-BUR-C00466,C00466,TransUnion,624,B,2026-04-24,2,1,3755574.82,3,{}
EV-BUR-C00467,C00467,TransUnion,404,D,2026-04-20,6,4,2820107.39,0,{}
EV-BUR-C00468,C00468,TransUnion,718,B,2026-04-20,0,3,483265.93,1,{}
EV-BUR-C00469,C00469,TransUnion,785,A,2026-04-24,1,7,3119138.68,2,{}
EV-BUR-C00470,C00470,TransUnion,607,B,2026-04-23,0,7,822877.48,2,{}
EV-BUR-C00471,C00471,TransUnion,342,E,2026-04-26,4,2,1968538.05,1,{}
EV-BUR-C00472,C00472,TransUnion,559,C,2026-04-24,1,1,550486.49,3,{}
EV-BUR-C00473,C00473,TransUnion,693,B,2026-04-26,2,4,777353.68,3,{}
EV-BUR-C00474,C00474,Metropol,644,B,2026-04-25,2,5,1121307.64,4,{}
EV-BUR-C00475,C00475,TransUnion,718,B,2026-04-25,0,6,2640426.00,0,{}
EV-BUR-C00476,C00476,Metropol,698,B,2026-04-25,2,1,1659371.51,4,{}
EV-BUR-C00477,C00477,TransUnion,574,C,2026-04-20,2,7,2975829.71,2,{}
EV-BUR-C00478,C00478,TransUnion,688,B,2026-04-20,1,1,148700.58,3,{}
EV-BUR-C00479,C00479,Metropol,653,B,2026-04-25,1,4,2645834.05,2,{}
EV-BUR-C00480,C00480,CreditInfo,350,E,2026-04-20,4,2,2081217.44,0,{}
EV-BUR-C00481,C00481,CreditInfo,845,A,2026-04-24,0,3,1165119.99,3,{}
EV-BUR-C00482,C00482,TransUnion,619,B,2026-04-25,1,6,2643497.78,3,{}
EV-BUR-C00483,C00483,Metropol,672,B,2026-04-22,0,1,871083.58,0,{}
EV-BUR-C00484,C00484,CreditInfo,314,E,2026-04-25,4,6,1915019.07,1,{}
EV-BUR-C00485,C00485,Metropol,560,C,2026-04-23,0,6,3795224.89,2,{}
EV-BUR-C00486,C00486,Metropol,638,B,2026-04-23,2,2,1642494.39,1,{}
EV-BUR-C00487,C00487,CreditInfo,605,B,2026-04-20,2,2,1300769.59,1,{}
EV-BUR-C00488,C00488,Metropol,779,A,2026-04-24,0,1,1307870.42,3,{}
EV-BUR-C00489,C00489,Metropol,541,C,2026-04-20,2,1,2777073.05,0,{}
EV-BUR-C00490,C00490,CreditInfo,623,B,2026-04-20,1,5,2883101.43,4,{}
EV-BUR-C00491,C00491,Metropol,701,B,2026-04-26,0,2,1368292.93,2,{}
EV-BUR-C00492,C00492,Metropol,751,A,2026-04-24,1,2,1458445.45,2,{}
EV-BUR-C00493,C00493,CreditInfo,722,A,2026-04-23,0,7,2123490.35,4,{}
EV-BUR-C00494,C00494,CreditInfo,574,C,2026-04-25,2,7,794687.23,3,{}
EV-BUR-C00495,C00495,TransUnion,758,A,2026-04-24,2,1,1083201.11,4,{}
EV-BUR-C00496,C00496,CreditInfo,626,B,2026-04-20,0,5,98039.81,3,{}
EV-BUR-C00497,C00497,TransUnion,565,C,2026-04-23,1,6,434588.05,3,{}
EV-BUR-C00498,C00498,Metropol,757,A,2026-04-26,0,7,973462.15,0,{}
EV-BUR-C00499,C00499,Metropol,723,A,2026-04-25,1,1,770120.55,2,{}
EV-BUR-C00500,C00500,Metropol,711,B,2026-04-20,2,4,746469.17,0,{}
EV-BUR-C00501,C00501,TransUnion,697,B,2026-04-24,0,1,2162560.65,1,{}
EV-BUR-C00502,C00502,TransUnion,703,B,2026-04-20,2,6,3017858.75,4,{}
EV-BUR-C00503,C00503,Metropol,638,B,2026-04-20,2,1,1333892.85,3,{}
EV-BUR-C00504,C00504,CreditInfo,283,E,2026-04-20,9,3,3877482.91,1,{}
EV-BUR-C00505,C00505,Metropol,826,A,2026-04-25,0,1,1267590.98,2,{}
EV-BUR-C00506,C00506,TransUnion,549,C,2026-04-24,0,3,3935062.17,1,{}
EV-BUR-C00507,C00507,CreditInfo,614,B,2026-04-26,0,5,2988132.82,4,{}
EV-BUR-C00508,C00508,Metropol,849,A,2026-04-23,1,4,3998473.32,4,{}
EV-BUR-C00509,C00509,Metropol,705,B,2026-04-20,0,6,3168173.76,1,{}
EV-BUR-C00510,C00510,Metropol,561,C,2026-04-25,1,7,794766.41,3,{}
EV-BUR-C00511,C00511,CreditInfo,618,B,2026-04-23,0,1,681344.04,4,{}
EV-BUR-C00512,C00512,TransUnion,794,A,2026-04-20,1,6,705308.84,3,{}
EV-BUR-C00513,C00513,CreditInfo,714,B,2026-04-25,0,4,3627285.25,2,{}
EV-BUR-C00514,C00514,TransUnion,752,A,2026-04-24,2,2,2977432.37,1,{}
EV-BUR-C00515,C00515,TransUnion,540,C,2026-04-25,0,5,3597180.27,3,{}
EV-BUR-C00516,C00516,CreditInfo,588,C,2026-04-22,1,6,633652.58,2,{}
EV-BUR-C00517,C00517,TransUnion,604,B,2026-04-21,0,6,258629.36,0,{}
EV-BUR-C00518,C00518,CreditInfo,732,A,2026-04-26,1,5,2903079.66,1,{}
EV-BUR-C00519,C00519,TransUnion,713,B,2026-04-24,0,2,2748361.57,0,{}
EV-BUR-C00520,C00520,CreditInfo,664,B,2026-04-26,2,6,288759.78,4,{}
EV-BUR-C00521,C00521,CreditInfo,818,A,2026-04-22,2,5,2962576.96,4,{}
EV-BUR-C00522,C00522,TransUnion,585,C,2026-04-23,2,3,2222308.86,1,{}
EV-BUR-C00523,C00523,CreditInfo,706,B,2026-04-25,1,1,2365276.75,4,{}
EV-BUR-C00524,C00524,TransUnion,845,A,2026-04-22,2,2,724382.31,3,{}
EV-BUR-C00525,C00525,Metropol,578,C,2026-04-23,0,7,3238898.09,2,{}
EV-BUR-C00526,C00526,Metropol,824,A,2026-04-20,1,3,3105674.02,2,{}
EV-BUR-C00527,C00527,Metropol,662,B,2026-04-23,2,2,2639822.76,3,{}
EV-BUR-C00528,C00528,Metropol,579,C,2026-04-21,0,5,3008152.67,0,{}
EV-BUR-C00529,C00529,CreditInfo,676,B,2026-04-23,0,1,657226.73,3,{}
EV-BUR-C00530,C00530,CreditInfo,785,A,2026-04-25,0,2,3690623.28,4,{}
EV-BUR-C00531,C00531,TransUnion,637,B,2026-04-23,1,6,1072558.63,0,{}
EV-BUR-C00532,C00532,Metropol,792,A,2026-04-21,0,4,2683410.21,4,{}
EV-BUR-C00533,C00533,TransUnion,621,B,2026-04-25,0,3,3095882.76,1,{}
EV-BUR-C00534,C00534,CreditInfo,841,A,2026-04-22,1,5,3596076.65,4,{}
EV-BUR-C00535,C00535,Metropol,295,E,2026-04-26,4,7,2006142.68,1,{}
EV-BUR-C00536,C00536,CreditInfo,585,C,2026-04-25,0,6,931684.54,2,{}
EV-BUR-C00537,C00537,TransUnion,724,A,2026-04-26,1,2,696556.86,3,{}
EV-BUR-C00538,C00538,TransUnion,629,B,2026-04-20,1,7,3469198.03,0,{}
EV-BUR-C00539,C00539,CreditInfo,570,C,2026-04-25,1,1,3257027.28,2,{}
EV-BUR-C00540,C00540,Metropol,807,A,2026-04-26,1,2,475104.80,0,{}
EV-BUR-C00541,C00541,TransUnion,595,C,2026-04-22,0,7,1656336.80,2,{}
EV-BUR-C00542,C00542,Metropol,558,C,2026-04-21,0,5,3488192.81,4,{}
EV-BUR-C00543,C00543,TransUnion,676,B,2026-04-22,2,2,3127125.89,2,{}
EV-BUR-C00544,C00544,TransUnion,691,B,2026-04-24,0,5,365559.52,0,{}
EV-BUR-C00545,C00545,Metropol,343,E,2026-04-23,5,2,2210465.53,0,{}
EV-BUR-C00546,C00546,CreditInfo,632,B,2026-04-23,2,6,3810469.98,3,{}
EV-BUR-C00547,C00547,TransUnion,836,A,2026-04-21,1,7,257361.35,0,{}
EV-BUR-C00548,C00548,Metropol,658,B,2026-04-21,1,3,1975624.31,3,{}
EV-BUR-C00549,C00549,CreditInfo,757,A,2026-04-25,2,3,1923799.18,0,{}
EV-BUR-C00550,C00550,CreditInfo,646,B,2026-04-22,2,1,1267806.98,2,{}
EV-BUR-C00551,C00551,CreditInfo,830,A,2026-04-25,1,2,3479628.39,3,{}
EV-BUR-C00552,C00552,CreditInfo,559,C,2026-04-20,0,2,1190282.05,3,{}
EV-BUR-C00553,C00553,TransUnion,777,A,2026-04-23,0,7,941865.55,0,{}
EV-BUR-C00554,C00554,TransUnion,686,B,2026-04-20,0,3,3720180.96,3,{}
EV-BUR-C00555,C00555,Metropol,627,B,2026-04-21,0,1,2129607.94,3,{}
EV-BUR-C00556,C00556,Metropol,758,A,2026-04-23,2,4,356586.23,1,{}
EV-BUR-C00557,C00557,Metropol,512,C,2026-04-24,4,2,3966808.35,0,{}
EV-BUR-C00558,C00558,CreditInfo,847,A,2026-04-24,0,7,350626.73,2,{}
EV-BUR-C00559,C00559,TransUnion,454,D,2026-04-22,3,4,1073522.21,3,{}
EV-BUR-C00560,C00560,TransUnion,709,B,2026-04-24,1,2,3112162.04,3,{}
EV-BUR-C00561,C00561,TransUnion,849,A,2026-04-24,0,2,3921214.79,2,{}
EV-BUR-C00562,C00562,TransUnion,555,C,2026-04-25,2,7,2698176.85,0,{}
EV-BUR-C00563,C00563,Metropol,616,B,2026-04-25,2,6,3044809.89,3,{}
EV-BUR-C00564,C00564,TransUnion,311,E,2026-04-24,3,1,3684141.31,3,{}
EV-BUR-C00565,C00565,CreditInfo,333,E,2026-04-25,5,6,3095364.27,1,{}
EV-BUR-C00566,C00566,Metropol,777,A,2026-04-20,1,5,3058316.46,4,{}
EV-BUR-C00567,C00567,TransUnion,558,C,2026-04-21,1,2,2998489.13,1,{}
EV-BUR-C00568,C00568,Metropol,828,A,2026-04-21,0,3,1602752.14,4,{}
EV-BUR-C00569,C00569,Metropol,785,A,2026-04-21,1,4,3396835.35,0,{}
EV-BUR-C00570,C00570,Metropol,355,E,2026-04-25,8,2,3354654.77,2,{}
EV-BUR-C00571,C00571,Metropol,721,A,2026-04-21,0,4,3512799.69,2,{}
EV-BUR-C00572,C00572,TransUnion,634,B,2026-04-24,2,1,2382439.09,0,{}
EV-BUR-C00573,C00573,Metropol,782,A,2026-04-25,2,6,307923.80,0,{}
EV-BUR-C00574,C00574,TransUnion,630,B,2026-04-26,0,2,946886.52,1,{}
EV-BUR-C00575,C00575,TransUnion,586,C,2026-04-26,2,2,1616941.97,3,{}
EV-BUR-C00576,C00576,Metropol,554,C,2026-04-21,2,4,236477.49,0,{}
EV-BUR-C00577,C00577,TransUnion,544,C,2026-04-22,2,6,873719.19,4,{}
EV-BUR-C00578,C00578,Metropol,578,C,2026-04-25,0,7,2755300.86,0,{}
EV-BUR-C00579,C00579,TransUnion,789,A,2026-04-22,1,4,668049.53,2,{}
EV-BUR-C00580,C00580,Metropol,703,B,2026-04-23,0,3,704595.77,0,{}
EV-BUR-C00581,C00581,TransUnion,846,A,2026-04-20,0,2,1644247.95,2,{}
EV-BUR-C00582,C00582,TransUnion,834,A,2026-04-20,0,5,1021055.46,4,{}
EV-BUR-C00583,C00583,Metropol,710,B,2026-04-20,1,4,3304410.75,2,{}
EV-BUR-C00584,C00584,CreditInfo,777,A,2026-04-24,1,4,598784.47,0,{}
EV-BUR-C00585,C00585,Metropol,340,E,2026-04-25,9,1,1446633.52,2,{}
EV-BUR-C00586,C00586,TransUnion,792,A,2026-04-21,1,6,90277.67,2,{}
EV-BUR-C00587,C00587,CreditInfo,709,B,2026-04-21,2,7,2635367.84,3,{}
EV-BUR-C00588,C00588,TransUnion,789,A,2026-04-26,1,5,3553551.98,1,{}
EV-BUR-C00589,C00589,CreditInfo,833,A,2026-04-24,1,5,3317345.13,4,{}
EV-BUR-C00590,C00590,Metropol,591,C,2026-04-26,0,7,3377557.05,4,{}
EV-BUR-C00591,C00591,TransUnion,568,C,2026-04-20,2,1,2138425.50,3,{}
EV-BUR-C00592,C00592,Metropol,590,C,2026-04-26,1,2,1966727.05,0,{}
EV-BUR-C00593,C00593,TransUnion,563,C,2026-04-21,0,2,2184430.25,4,{}
EV-BUR-C00594,C00594,CreditInfo,424,D,2026-04-24,5,3,234784.74,3,{}
